price,no_of_bedrooms,no_of_bathrooms,sqft_living,sqft_lot,no_of_floors,zipcode,house_age
204000.0,3,1.0,1040,7405,1.0,98010,53
358000.0,3,2.25,1610,6655,2.0,98058,39
452000.0,4,1.75,1570,8268,1.0,98011,45
595000.0,2,2.0,1510,4000,1.0,98103,124
249000.0,3,2.0,1360,6082,1.0,98042,30
346900.0,4,2.5,1970,5106,2.0,98055,25
2130000.0,3,2.5,5403,24069,2.0,98166,48
280000.0,4,2.5,1560,4350,2.0,98056,21
318888.0,4,1.75,2320,12000,1.0,98032,51
530000.0,3,2.25,2120,40518,1.0,98075,57
375000.0,3,2.25,2120,18500,2.0,98031,41
910000.0,4,2.5,3350,29242,2.0,98052,36
782000.0,4,2.5,2380,9614,2.0,98006,33
259950.0,2,2.0,1070,649,2.0,98106,16
315000.0,4,2.75,2300,18360,1.0,98058,45
215000.0,2,1.0,1320,8865,1.0,98168,81
705000.0,3,1.75,2180,10221,1.0,98040,78
1450000.0,3,3.0,4380,6320,2.0,98199,72
451000.0,3,1.75,1790,9813,2.0,98155,75
261000.0,2,1.0,750,8125,1.0,98055,81
396000.0,3,1.5,1300,8280,1.0,98028,68
725000.0,4,2.5,2990,29170,2.0,98059,25
1950000.0,7,3.5,4640,15235,2.0,98040,59
238000.0,4,1.0,1400,7242,1.5,98188,65
750000.0,6,1.75,2750,9563,2.0,98052,51
331500.0,4,2.5,2050,10271,2.0,98042,26
460000.0,4,3.0,2230,108900,1.0,98065,46
404950.0,4,2.25,2340,217014,1.0,98092,42
880000.0,3,2.5,2870,5163,2.0,98103,10
863000.0,4,2.5,4120,22370,2.0,98074,27
638700.0,3,1.75,2080,9162,1.0,98005,64
435000.0,3,2.5,1840,5680,2.0,98053,16
260000.0,3,1.0,1180,5350,1.5,98178,65
671500.0,5,2.75,2160,4000,1.5,98105,97
610000.0,3,1.0,1180,3400,1.5,98109,117
405000.0,2,0.75,1160,15029,1.0,98014,87
338900.0,4,2.5,1830,5612,2.0,98038,21
720000.0,4,4.0,3200,7708,2.0,98075,20
442000.0,5,3.0,2560,5445,1.5,98108,97
650000.0,5,2.75,2550,5040,1.5,98122,122
263500.0,3,1.75,1330,9917,1.0,98058,43
300000.0,2,1.0,1220,75794,1.0,98038,61
266000.0,3,2.5,1805,3402,2.0,98002,15
930000.0,4,4.0,6050,84942,2.5,98077,15
530000.0,4,2.5,2320,5493,2.0,98028,20
180000.0,3,1.0,1384,8960,1.0,98023,59
619000.0,3,2.5,2720,6439,2.0,98065,19
264000.0,3,1.5,1820,10608,1.0,98003,62
730000.0,2,2.25,2130,4920,1.5,98116,83
439000.0,4,2.25,2060,10070,2.0,98034,49
268500.0,4,1.75,1420,7500,1.0,98031,43
330000.0,3,1.75,1510,15744,1.0,98045,39
640000.0,3,2.5,2160,4000,1.5,98122,121
900000.0,3,2.5,3180,12600,2.0,98074,46
370000.0,3,2.25,2110,13300,2.0,98038,39
685000.0,3,2.0,2060,2900,1.5,98144,93
505000.0,3,1.5,1830,217800,1.0,98053,43
265000.0,3,1.75,1820,32666,1.0,98022,58
290000.0,3,2.5,1610,2937,2.0,98055,18
296000.0,4,2.5,1780,3600,2.0,98038,18
360000.0,4,2.5,1840,9611,2.0,98178,28
240500.0,3,1.75,1460,10584,1.0,98168,27
372500.0,2,2.5,1400,2958,2.0,98126,17
595000.0,3,2.5,3370,14402,2.0,98045,20
515000.0,4,3.0,3590,8249,2.0,98023,27
1220000.0,4,2.25,3200,15367,2.0,98040,62
507000.0,2,1.75,1670,6460,1.0,98053,20
399950.0,4,2.0,2420,31465,1.0,98092,40
185000.0,3,1.75,1430,10816,2.0,98010,30
460000.0,3,1.75,1440,7070,1.0,98052,44
435500.0,3,2.25,1450,4789,2.0,98029,39
469000.0,4,2.75,3550,13938,1.0,98188,58
531000.0,2,3.0,1270,1175,2.0,98103,24
443500.0,2,1.0,940,6804,1.0,98177,75
223000.0,3,2.0,1670,6824,1.0,98042,34
590000.0,4,3.5,3100,15842,2.0,98028,28
340000.0,2,2.5,1100,1760,3.0,98103,27
650000.0,3,2.0,1870,3388,1.0,98199,99
533600.0,3,2.5,1930,5080,2.0,98029,34
695000.0,3,2.75,2540,4694,2.0,98074,19
242000.0,3,1.75,1280,7524,1.5,98031,36
425000.0,3,2.25,1820,8814,1.0,98125,57
525000.0,3,2.25,1490,9414,2.0,98052,43
485000.0,3,2.5,1880,5502,2.0,98029,36
175000.0,3,1.0,1250,9775,1.0,98045,53
210000.0,3,2.0,1440,7210,1.0,98092,41
260000.0,3,2.5,1920,7415,2.0,98031,35
577000.0,3,2.5,2060,5750,1.0,98116,48
200000.0,3,1.5,1210,10588,1.0,98002,66
605000.0,2,1.75,1760,5000,1.0,98117,97
325000.0,3,1.0,990,6750,1.0,98133,77
289500.0,3,1.0,960,6400,1.0,98178,80
559950.0,3,2.5,1660,1458,3.0,98144,10
1040000.0,3,1.75,1900,9375,1.0,98115,83
543500.0,3,2.25,1270,2790,1.0,98199,54
480000.0,4,2.25,3250,34293,2.0,98042,41
218000.0,3,1.0,960,9633,1.0,98022,42
565000.0,2,1.75,1330,6000,1.0,98199,110
426700.0,3,1.75,2080,7700,1.0,98056,56
650000.0,3,2.5,2690,11575,1.0,98028,67
542000.0,2,1.0,890,3060,1.0,98105,114
415000.0,3,1.75,1070,8000,1.0,98052,47
214000.0,3,1.0,1200,8316,1.0,98002,71
245000.0,3,1.5,1360,8910,2.0,98188,75
314500.0,3,2.0,2050,13303,1.0,98003,31
1120000.0,3,1.5,3000,5750,2.0,98116,100
378000.0,2,2.0,1300,3850,1.0,98136,61
305000.0,4,2.5,2250,9091,1.0,98001,42
595000.0,5,2.75,3740,6750,1.0,98028,46
729500.0,3,2.5,1660,1091,3.0,98116,9
430000.0,3,2.5,2360,6699,2.0,98065,21
240000.0,3,1.75,1760,6500,1.0,98038,37
545000.0,3,1.75,1680,6200,1.5,98136,108
530000.0,3,1.75,1320,2500,1.0,98105,106
157000.0,1,1.0,870,26326,1.0,98198,85
425000.0,4,1.0,1260,7645,1.5,98146,99
220000.0,3,1.0,1000,6020,1.0,98166,80
521000.0,4,1.75,2020,36400,1.0,98077,48
325000.0,3,1.0,1920,6862,1.0,98118,72
597500.0,3,2.0,2150,5400,1.5,98126,113
337000.0,3,2.5,1470,3976,2.0,98065,25
1000000.0,3,2.5,3180,10492,2.0,98052,33
3070000.0,3,2.5,3930,55867,1.0,98034,67
495000.0,3,1.0,990,6000,1.0,98105,81
748000.0,4,3.5,2770,3330,2.0,98052,23
888000.0,3,1.5,1250,8710,1.0,98004,71
269900.0,3,1.75,1140,22267,1.0,98045,38
496500.0,4,2.5,2250,14440,1.0,98027,57
475000.0,3,2.5,1640,5097,2.0,98155,55
312000.0,3,1.5,1255,1374,3.0,98125,20
323000.0,3,1.0,1290,12231,1.0,98072,48
331000.0,3,1.75,1300,9079,1.0,98059,38
306000.0,3,1.5,1220,1086,3.0,98133,17
655000.0,4,2.5,2630,4000,3.0,98117,22
290000.0,3,1.5,1950,15954,1.0,98003,65
1250000.0,4,3.25,3160,5000,2.0,98105,59
460000.0,3,1.75,1550,4708,1.0,98115,75
435000.0,4,2.5,1700,6380,1.0,98115,84
664000.0,4,2.75,2510,11880,1.0,98006,46
865000.0,4,1.75,1800,4180,2.0,98102,103
385000.0,3,1.75,1800,18000,1.0,98058,56
497000.0,3,2.25,1870,9315,1.0,98034,49
280000.0,2,1.0,1010,3000,1.0,98045,99
188000.0,2,1.5,1120,17487,1.0,98178,100
478500.0,3,1.0,2090,4755,1.0,98136,55
1150000.0,4,3.5,4370,18361,2.0,98065,23
222000.0,3,2.0,1440,7187,1.0,98023,43
799000.0,4,3.0,2580,209523,2.0,98053,40
609900.0,4,2.5,3190,7399,2.0,98038,18
413000.0,4,3.5,2380,5809,2.0,98106,29
400000.0,4,1.0,1420,4875,1.5,98115,94
802541.0,5,2.75,2990,6768,2.0,98006,10
320000.0,3,2.5,2680,7757,2.0,98023,34
507000.0,4,2.5,2730,7649,2.0,98065,18
387500.0,3,1.0,1220,8329,1.0,98115,78
396000.0,3,1.0,1500,12616,1.0,98072,57
373000.0,3,1.75,1830,11788,1.0,98055,66
1480000.0,5,2.5,4570,19252,2.0,98040,59
359900.0,4,2.25,2470,7698,2.0,98058,41
410000.0,2,1.0,800,4342,1.0,98115,97
690000.0,4,2.5,2900,23488,2.0,98053,32
245000.0,3,2.0,1410,5760,1.0,98030,39
700000.0,5,2.5,2830,25958,1.0,98075,45
268000.0,4,1.75,1680,9966,1.0,98198,47
225000.0,3,1.75,1760,26055,1.0,98042,45
980000.0,4,2.25,2240,11034,2.0,98004,48
795000.0,2,1.0,1380,5000,1.5,98106,119
195000.0,2,1.0,820,5100,1.0,98118,71
480000.0,4,2.0,2180,10575,1.0,98005,74
485000.0,4,2.0,1400,3600,1.0,98119,124
130000.0,2,1.0,880,9000,1.0,98188,96
325000.0,2,1.0,1060,5703,1.0,98198,78
440000.0,3,1.75,1530,7245,1.0,98034,40
550000.0,4,1.75,2480,14782,1.0,98155,66
310000.0,3,1.75,1490,7150,1.0,98059,57
530000.0,3,2.5,3660,39478,2.0,98022,35
390000.0,4,2.5,2340,8548,2.0,98031,31
243000.0,3,1.75,1450,12125,1.0,98001,43
639000.0,4,2.5,2210,9875,2.0,98074,34
215000.0,4,1.0,1130,7400,1.0,98003,55
405000.0,5,1.75,1550,10500,1.0,98011,63
250000.0,4,1.75,1710,7140,1.0,98032,56
405500.0,3,1.5,1010,8108,1.0,98155,70
452000.0,6,2.25,2660,13579,2.0,98125,87
730000.0,6,2.25,2660,13579,2.0,98125,87
267000.0,3,2.0,1300,9644,1.0,98010,30
289950.0,3,2.5,1670,6186,2.0,98038,22
565000.0,2,1.0,960,4080,1.0,98103,113
1580000.0,4,3.25,4670,51836,2.0,98005,36
636000.0,3,2.5,2140,2770,2.0,98052,17
350000.0,5,3.0,2520,5500,1.0,98178,20
320000.0,3,1.5,1650,9380,1.0,98058,46
210000.0,2,1.75,1440,5680,1.0,98198,46
245000.0,2,1.0,1050,5900,1.0,98126,74
328000.0,3,1.75,1470,7650,1.0,98059,41
985000.0,4,2.25,4230,37769,2.0,98077,35
501000.0,3,1.75,1970,7972,1.0,98055,48
315000.0,3,2.25,1540,17424,2.0,98045,32
403000.0,3,2.75,2090,8354,2.0,98019,12
550000.0,3,2.0,2380,17950,2.0,98155,90
347500.0,4,2.5,2156,3562,2.0,98030,12
365000.0,4,2.25,2070,8893,2.0,98058,38
588000.0,3,1.0,1910,8167,1.0,98117,73
605000.0,3,1.75,1920,7400,1.0,98006,47
1300000.0,3,3.25,3400,5979,2.0,98105,87
233000.0,3,2.0,1400,9177,1.0,98001,50
360000.0,4,2.5,2210,17715,2.0,98030,27
459000.0,2,1.75,1170,4887,1.0,98117,95
740000.0,3,2.0,2100,72745,1.0,98077,29
305000.0,3,1.0,1160,9750,1.0,98077,57
395000.0,3,1.0,1500,4000,1.0,98117,99
560000.0,4,2.5,2940,6000,2.0,98011,24
650000.0,4,1.75,2010,5070,1.0,98116,61
449950.0,3,2.5,2170,4912,2.0,98028,21
517500.0,3,1.5,1430,5200,1.0,98117,84
435000.0,4,1.5,1510,6460,1.0,98034,54
329999.0,3,1.0,1150,6908,1.0,98155,72
950000.0,3,1.75,2150,4200,1.0,98116,64
447000.0,3,1.0,1370,6001,1.0,98108,80
699800.0,2,2.5,2380,6600,1.0,98053,14
850000.0,3,1.75,1370,3850,1.0,98112,113
316500.0,3,1.75,1600,14250,1.0,98023,45
942500.0,5,3.5,3750,9612,1.0,98006,43
1310000.0,2,2.25,3950,3938,2.0,98116,33
856600.0,4,2.25,2400,13430,1.0,98005,60
405600.0,5,1.5,2830,4000,2.5,98118,106
565000.0,4,2.5,2440,22594,2.0,98053,28
400000.0,3,2.25,1190,1149,2.0,98116,16
330000.0,3,2.0,1400,218252,1.0,98019,27
374950.0,4,2.75,2730,4683,2.0,98038,19
405300.0,3,2.75,2390,7939,1.0,98056,41
560000.0,3,2.25,2060,31400,2.0,98074,40
824000.0,4,2.25,2490,9864,1.0,98004,63
260000.0,3,1.75,1100,10968,1.0,98042,40
760000.0,4,2.5,2430,6099,1.0,98115,59
405000.0,3,2.5,3170,12750,2.0,98023,29
429900.0,4,2.5,2640,8625,2.0,98058,37
341500.0,3,1.5,1130,7223,1.0,98056,63
465250.0,5,2.0,1940,7642,1.5,98177,67
450000.0,2,2.0,1100,3000,1.5,98117,112
390000.0,3,1.0,1200,10800,1.0,98006,69
420000.0,3,2.25,2000,8030,1.0,98008,61
269950.0,3,2.5,1890,4838,2.0,98168,22
493000.0,4,2.0,1910,2874,1.0,98122,114
370000.0,4,2.5,2710,5880,2.0,98092,26
2250000.0,5,4.25,4860,9453,1.5,98112,119
305000.0,3,1.0,1250,23680,1.0,98059,57
400000.0,3,1.75,1590,8219,1.5,98034,86
320000.0,3,1.5,1240,1221,2.0,98133,15
715000.0,4,1.0,2000,4800,2.0,98103,113
650000.0,6,2.75,3610,10003,1.5,98008,58
218000.0,5,1.75,1930,8040,1.0,98023,58
500000.0,2,1.0,1280,5400,1.0,98117,60
460000.0,4,2.0,2090,40419,1.0,98027,40
232500.0,3,1.5,1940,9887,1.0,98003,55
408200.0,3,2.5,1800,5761,2.0,98106,34
522000.0,3,1.75,1730,8400,1.0,98052,44
675000.0,4,2.5,2810,11120,2.0,98074,42
1360000.0,4,3.5,3550,11000,1.0,98006,25
249950.0,4,1.0,1330,7980,1.5,98168,72
210000.0,2,1.0,750,34133,1.0,98168,74
429950.0,4,1.0,1760,7216,1.0,98133,77
737500.0,4,2.5,3200,36276,2.0,98053,31
710000.0,4,2.0,1740,9000,1.0,98033,66
470000.0,3,2.5,2100,4700,2.0,98065,25
1100000.0,4,3.5,4270,40097,1.0,98077,31
650000.0,3,2.0,1340,2720,1.5,98103,111
1220000.0,4,2.5,3190,8684,1.0,98006,57
422120.0,3,2.5,1630,4534,2.0,98034,37
625000.0,5,2.5,2990,15085,2.0,98011,17
385200.0,4,1.0,1550,7740,1.5,98126,70
500000.0,3,2.25,1690,4964,2.0,98029,35
308000.0,4,2.25,1960,12243,2.0,98042,35
565000.0,3,2.75,2390,9966,1.0,98006,47
581000.0,3,2.5,2600,4438,2.0,98053,20
361000.0,3,2.0,1950,8698,1.0,98042,25
345000.0,3,1.0,1250,7210,1.0,98008,60
419000.0,2,2.25,1180,1253,2.0,98122,16
347000.0,3,2.5,1680,4308,2.0,98056,20
625000.0,4,2.25,2220,36085,2.0,98075,35
2400000.0,4,4.25,4890,15188,2.0,98040,25
379000.0,3,3.25,2660,17852,2.5,98010,10
310000.0,3,1.5,1150,3323,2.0,98029,36
250000.0,2,2.0,1130,5500,1.0,98030,83
682000.0,5,2.75,2760,5000,2.0,98059,19
246500.0,3,2.0,1430,8919,1.0,98022,32
325000.0,3,1.0,1490,57381,1.5,98092,92
310950.0,4,2.5,2030,4997,2.0,98031,20
1100000.0,3,2.0,3010,5000,2.0,98199,93
287500.0,3,1.0,1810,7200,1.0,98133,70
431000.0,3,1.0,1810,7200,1.0,98133,70
226000.0,3,1.0,970,5000,1.0,98118,56
825000.0,3,1.75,2010,3090,1.5,98103,98
175000.0,4,1.0,1300,6030,1.5,98168,77
465750.0,3,1.5,1260,10350,1.0,98008,65
659000.0,4,2.25,2610,24931,2.0,98075,41
595000.0,3,1.75,1910,5753,1.0,98115,83
350000.0,3,2.25,1780,16290,2.0,98058,37
270000.0,4,2.25,1900,8600,1.0,98023,49
662500.0,6,2.25,2450,25600,1.0,98008,67
249900.0,3,1.75,1380,14000,1.0,98001,85
324500.0,3,1.75,1920,11340,1.0,98023,47
430000.0,2,1.75,1350,4003,1.0,98053,20
419950.0,2,1.75,1350,4003,1.0,98053,20
285000.0,4,1.75,2510,7440,1.0,98032,62
332000.0,4,2.5,2470,7780,2.0,98092,22
282000.0,4,1.75,1660,10725,1.0,98168,68
320000.0,3,1.0,1340,5175,1.0,98133,37
428750.0,3,1.0,1620,30736,1.5,98006,113
330000.0,3,2.25,2300,35287,2.0,98022,47
456500.0,4,3.5,2000,2309,3.0,98177,16
352000.0,3,2.25,1640,11050,1.0,98059,52
664000.0,4,2.0,1530,4080,1.5,98105,112
628000.0,3,1.75,4000,11894,1.0,98011,37
512000.0,3,1.75,1610,12555,1.0,98052,47
254000.0,3,2.0,2070,9000,1.0,98023,55
535800.0,4,2.5,1900,5790,2.0,98029,30
287653.0,3,1.0,1050,16050,1.0,98038,64
438000.0,3,2.5,1520,1304,2.0,98136,18
450000.0,4,1.75,2390,23899,1.0,98028,75
327000.0,5,2.75,2400,8050,2.0,98092,26
370500.0,4,2.5,1790,6120,2.0,98059,19
265000.0,3,2.5,1720,6271,2.0,98038,31
450000.0,4,2.75,2980,13260,1.0,98056,45
425000.0,3,1.0,1520,213444,1.5,98027,36
166600.0,3,1.75,1150,8690,1.0,98042,47
245000.0,1,0.75,380,15000,1.0,98168,61
565000.0,3,1.0,910,5212,1.0,98115,73
539900.0,3,1.75,1650,10150,1.0,98033,48
910000.0,3,3.5,2480,3200,2.0,98144,14
280000.0,4,2.5,2050,7416,2.0,98092,34
275000.0,3,2.25,1420,8549,2.0,98038,35
467000.0,3,2.5,3460,6590,2.0,98056,23
457500.0,3,2.5,1500,4445,2.0,98029,28
381156.0,2,1.0,1320,3090,1.0,98118,116
289999.0,5,2.5,2180,8240,1.0,98092,47
642450.0,3,1.75,1830,4160,1.0,98144,105
469950.0,3,2.25,1620,8701,1.0,98007,62
795000.0,3,2.0,2920,13650,1.0,98033,49
785000.0,4,2.5,3300,10514,2.0,98074,40
860000.0,3,2.25,3060,12095,2.0,98006,41
1100000.0,0,0.0,3064,4764,3.5,98102,34
147500.0,3,1.0,1530,8498,1.0,98031,65
390000.0,3,2.0,1910,11576,1.0,98011,46
229000.0,3,1.0,1020,8100,1.0,98198,70
185000.0,3,1.0,1150,8100,1.0,98168,92
414900.0,3,1.5,1260,9570,1.0,98115,83
200000.0,4,2.0,1920,4822,1.0,98136,110
225000.0,4,2.25,1800,9350,1.0,98092,55
720000.0,3,1.75,2040,4000,2.0,98105,100
930000.0,4,2.5,2200,4000,2.0,98119,116
1270000.0,5,2.5,3200,17204,1.0,98004,72
700000.0,5,3.25,2400,3118,2.0,98122,96
466000.0,2,1.5,1140,1058,3.0,98103,19
374000.0,3,1.5,1330,10640,1.0,98011,48
480000.0,3,2.5,1940,10035,2.0,98072,30
740000.0,3,2.5,3000,25341,2.0,98053,29
1010000.0,4,1.0,1820,5400,1.5,98102,101
395000.0,4,2.5,2910,5000,2.0,98042,22
340000.0,2,1.0,1090,6771,1.0,98106,70
209000.0,3,2.0,1230,1340,2.0,98106,21
431650.0,5,2.5,1710,7700,1.5,98007,62
980000.0,5,2.5,3160,11470,1.0,98040,53
660000.0,3,2.5,2680,28243,2.0,98077,31
730000.0,4,2.25,2190,9009,2.0,98033,47
291500.0,3,1.75,1260,9600,1.0,98042,36
905000.0,4,3.5,2970,14486,2.0,98040,27
800000.0,4,2.5,2570,50308,1.5,98077,31
839900.0,4,3.5,3810,13592,1.0,98056,11
200000.0,1,1.5,1010,1157,2.0,98126,17
300000.0,3,2.0,1480,6698,1.0,98058,45
530000.0,3,1.75,1250,6041,1.5,98115,82
314950.0,3,2.25,1654,8479,2.0,98038,29
255000.0,3,1.75,1410,9315,1.0,98031,64
550000.0,5,2.75,2160,5720,1.0,98144,74
435000.0,3,1.0,1400,4800,1.0,98136,107
234000.0,3,1.75,1420,8738,1.0,98002,58
615000.0,4,2.25,2500,10062,1.0,98052,49
205000.0,3,2.0,1410,8384,1.0,98001,39
384000.0,4,1.75,2100,7135,1.0,98106,69
324000.0,3,2.5,1750,7208,2.0,98055,30
645000.0,3,1.75,2070,5500,1.0,98115,78
570000.0,3,3.25,1570,1777,2.0,98107,17
324000.0,3,2.5,1920,5322,2.0,98031,25
270000.0,2,1.0,1000,10320,1.0,98106,81
290000.0,5,1.5,2120,7700,1.5,98058,62
250000.0,3,2.0,1440,9220,1.0,98198,59
342000.0,3,1.75,1660,16275,2.0,98014,34
255000.0,3,1.5,1340,8450,1.0,98188,66
800000.0,3,2.25,2380,11824,1.0,98040,52
451000.0,3,1.75,1560,4049,1.5,98126,98
990000.0,4,2.5,2780,10480,1.0,98033,57
288400.0,4,2.5,1860,6687,1.0,98031,41
420000.0,3,1.5,2390,4600,2.0,98118,104
359000.0,2,2.75,1370,1140,2.0,98133,15
390000.0,4,3.0,2570,262018,1.0,98058,36
300000.0,3,2.5,1320,2614,2.0,98118,19
545000.0,5,2.5,2520,7863,1.0,98034,43
288349.0,3,1.0,1250,18616,1.0,98010,52
299900.0,3,2.25,1560,35026,1.0,98092,39
891000.0,4,2.0,2330,5000,1.5,98117,99
1200000.0,3,2.0,3660,22410,1.0,98117,77
378000.0,4,2.5,2790,4650,2.0,98038,20
299995.0,2,1.0,1060,7200,1.0,98155,73
253000.0,3,2.5,2020,6564,1.0,98042,30
350000.0,3,2.25,1580,47916,1.0,98024,45
565000.0,4,3.0,2020,4300,1.5,98107,124
315000.0,2,1.0,970,5665,1.0,98118,116
570000.0,4,3.0,1490,6766,1.5,98136,109
971000.0,5,3.5,4390,10140,2.0,98125,19
915000.0,5,2.5,2750,5589,1.5,98112,114
419000.0,4,1.5,2150,23568,1.0,98166,74
260000.0,4,1.75,1810,7480,1.0,98023,47
1320000.0,3,3.0,2230,12968,2.0,98004,34
369950.0,3,1.0,2430,10720,1.0,98045,47
1030000.0,3,2.5,3680,13384,2.0,98006,30
435000.0,5,1.0,1410,6750,1.5,98118,95
601000.0,3,1.75,1330,6743,1.0,98125,66
460500.0,3,1.0,1490,10650,1.0,98033,61
720000.0,3,2.5,2020,1159,3.0,98103,24
851000.0,4,2.5,3130,13202,2.0,98075,28
550000.0,4,3.0,2670,5000,2.0,98126,108
700000.0,4,1.0,1980,4560,1.5,98103,104
323000.0,3,1.75,2100,14850,1.0,98042,61
345500.0,3,1.0,1350,8581,1.0,98177,80
378000.0,4,1.5,2140,7920,1.0,98118,65
650000.0,4,2.0,2208,5000,3.0,98116,107
385000.0,3,2.0,1010,7380,1.0,98074,42
425000.0,2,1.0,970,2970,1.0,98102,114
210000.0,4,2.0,1520,6174,1.5,98022,104
630000.0,4,2.5,2740,43101,2.0,98077,31
335000.0,3,1.75,1570,7500,1.0,98146,71
196500.0,3,1.0,1320,9000,1.0,98001,58
582800.0,4,2.75,2550,7636,1.0,98074,38
440000.0,3,1.75,1560,7207,1.0,98034,41
752500.0,4,2.25,2360,8616,2.0,98033,50
532500.0,3,1.75,1330,5000,2.0,98116,115
265000.0,3,1.0,1070,9000,1.0,98198,74
397500.0,3,1.25,1510,13737,1.0,98125,63
524250.0,3,2.5,1710,3469,2.0,98029,25
765000.0,4,2.75,2790,10819,2.0,98027,28
648000.0,4,2.5,2620,5450,2.0,98074,23
469500.0,5,2.5,2970,24759,1.0,98031,55
237500.0,3,1.75,1050,7854,1.0,98023,49
216000.0,3,1.0,1280,8712,1.0,98003,68
427200.0,3,1.0,1030,8400,1.0,98056,61
280000.0,3,2.25,1900,7800,1.0,98055,47
718000.0,5,3.0,3070,9804,1.0,98006,56
420000.0,2,2.75,1760,4139,2.0,98065,14
379000.0,2,1.0,930,5400,1.0,98117,72
326100.0,2,1.0,880,7683,1.0,98177,82
535000.0,3,2.5,1360,1016,3.0,98115,21
283000.0,4,2.75,2130,8560,1.0,98022,32
260000.0,3,1.0,1480,7469,1.5,98168,84
399000.0,4,1.0,1500,6388,1.5,98126,73
484950.0,3,2.25,1670,5004,2.0,98029,37
640000.0,4,1.75,2060,9828,1.0,98005,64
585000.0,4,2.5,2160,8158,1.0,98115,72
645000.0,4,2.0,2780,11583,1.0,98125,69
253000.0,3,2.0,1490,7651,1.0,98003,36
178500.0,2,1.0,740,6460,1.0,98146,71
291000.0,4,2.5,1860,6325,2.0,98038,33
199950.0,2,2.75,1590,20917,1.5,98001,104
553500.0,2,1.0,850,2340,1.0,98105,102
189950.0,2,1.0,1030,4188,1.0,98038,43
289000.0,3,2.0,1850,9550,1.0,98001,36
700000.0,4,2.0,1830,4590,2.0,98105,116
270000.0,3,2.0,1560,8853,1.0,98058,57
258000.0,4,1.75,1730,8320,1.0,98023,47
530000.0,3,2.5,1930,7214,2.0,98125,19
245000.0,3,2.25,1422,3677,2.0,98092,12
563000.0,3,2.0,1380,5000,1.5,98117,107
515000.0,3,2.5,2430,4203,2.0,98065,23
325000.0,4,2.5,2610,7091,2.0,98023,37
540000.0,3,2.25,2000,217800,2.0,98024,28
280300.0,2,1.0,920,5000,1.0,98103,75
460000.0,4,1.75,1750,5500,1.5,98117,98
475000.0,3,1.75,2020,8970,1.0,98072,43
900000.0,4,2.25,2460,44431,1.0,98007,67
538200.0,4,3.0,1780,7260,1.0,98008,60
429000.0,2,1.0,1080,3600,1.0,98122,102
164808.0,3,1.0,1250,5411,1.0,98178,44
520000.0,4,2.25,1870,7700,2.0,98052,47
475000.0,3,1.75,1700,8432,1.0,98125,47
283000.0,4,1.5,1480,47045,1.0,98168,82
321500.0,4,2.5,1930,6228,2.0,98030,24
840000.0,4,2.75,3130,21810,2.0,98077,31
287000.0,3,2.25,1370,6000,2.0,98038,32
375000.0,3,1.75,960,8106,1.0,98052,62
349500.0,3,1.75,1260,7128,1.0,98034,55
446450.0,3,1.5,1480,7749,1.0,98126,64
315000.0,4,2.5,1930,9643,2.0,98031,32
271310.0,2,1.0,870,5340,1.5,98144,118
315000.0,4,1.0,1300,8400,1.5,98133,71
245000.0,3,1.75,1490,6930,1.0,98030,34
543115.0,2,1.0,1380,5484,1.0,98199,77
900000.0,4,2.0,1190,8190,1.5,98117,79
2450000.0,4,4.25,4250,6552,2.0,98144,16
554000.0,2,2.0,1920,6045,1.0,98053,21
249900.0,3,1.75,2080,12522,1.0,98001,74
768000.0,3,2.5,3220,54160,2.0,98006,43
980000.0,4,3.0,3680,5854,1.0,98199,57
395000.0,5,2.5,2070,9600,1.0,98146,62
415000.0,3,1.75,1480,2200,2.0,98103,29
380000.0,4,2.5,2000,6921,2.0,98038,21
566000.0,3,2.5,1560,5259,2.0,98075,25
218500.0,2,1.0,1600,8961,1.0,98002,75
550000.0,4,2.5,1940,10500,1.0,98052,48
512031.0,3,1.75,1540,3000,1.0,98117,104
197500.0,2,1.0,820,8860,1.0,98055,74
470000.0,3,2.25,1780,8784,1.0,98033,47
590000.0,3,1.75,1560,242629,1.0,98053,43
465000.0,4,2.25,2210,8862,1.0,98011,47
499000.0,2,1.75,2040,114562,1.0,98027,56
515000.0,3,2.25,1920,11500,1.0,98006,52
716500.0,3,1.75,1930,5000,1.0,98105,88
410000.0,3,2.0,1700,4250,1.0,98199,80
850000.0,4,3.25,3450,6500,2.0,98136,30
1050000.0,4,3.25,3440,35021,2.0,98033,41
648000.0,4,2.5,2380,13435,2.0,98075,32
620000.0,4,2.25,2400,5350,1.5,98117,95
935000.0,4,4.5,5670,84267,2.0,98010,16
379000.0,3,1.0,1140,10320,1.0,98034,61
699000.0,3,1.75,1670,5375,1.0,98199,72
528000.0,4,2.25,1910,8005,1.0,98125,64
425000.0,3,1.75,1560,9452,1.0,98056,50
249500.0,2,1.75,1500,8645,1.0,98042,61
1040000.0,5,3.25,4475,6642,2.0,98053,10
790000.0,4,2.75,2840,11900,1.0,98136,63
399950.0,3,1.0,1020,18050,1.0,98027,55
275000.0,3,1.5,1410,9000,1.0,98133,71
550000.0,3,1.0,1520,2500,1.5,98109,112
140000.0,1,1.0,730,6890,1.0,98055,98
250000.0,3,1.0,1190,6250,1.0,98108,70
318000.0,3,2.25,1410,8909,2.0,98198,36
505000.0,2,1.0,1240,57000,1.0,98075,62
